OC;QTDE;MATERIAL;EAN;TEXTO BREVE;COR;TAMANHO;MAT.FORNCEDOR;RAZÃO SOCIAL;FORNECEDOR;COR FORNECEDOR;PREÇO LÍQ.;POR
4500655585;2;24048725002;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 28;COBRE;28;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;2;24048725003;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 29;COBRE;29;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;2;24048725004;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 30;COBRE;30;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;2;24048725005;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 31;COBRE;31;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;1;24048725006;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 32;COBRE;32;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;1;24048725007;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 33;COBRE;33;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;1;24048696006;7,91E+12;Sandalia MINI MELISSA POSSESSION, 17/18;ROSA;17/18;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;1;24048696003;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 19;ROSA;19;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;2;24048696005;7,91E+12;Sandalia MINI MELISSA POSSESSION, 20/21;ROSA;20/21;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;3;24048696002;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 22;ROSA;22;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;3;24048696004;7,91E+12;Sandalia MINI MELISSA POSSESSION, 23/24;ROSA;23/24;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;2;24048696001;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 25;ROSA;25;33522;GRENDENE S A;21086205;54140;63,94;1
4500655585;1;24048693001;7,91E+12;Sandalia MINI MELISSA POSSESSION, 17/18;PRATA;17/18;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;1;24048693004;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 19;PRATA;19;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;2;24048693002;7,91E+12;Sandalia MINI MELISSA POSSESSION, 20/21;PRATA;20/21;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;3;24048693005;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 22;PRATA;22;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;3;24048693003;7,91E+12;Sandalia MINI MELISSA POSSESSION, 23/24;PRATA;23/24;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;2;24048693006;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 25;PRATA;25;33522;GRENDENE S A;21086205;54137;63,94;1
4500655585;1;24048694006;7,91E+12;Sandalia MINI MELISSA POSSESSION, 17/18;COBRE;17/18;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;1;24048694003;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 19;COBRE;19;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;2;24048694005;7,91E+12;Sandalia MINI MELISSA POSSESSION, 20/21;COBRE;20/21;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;3;24048694002;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 22;COBRE;22;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;3;24048694004;7,91E+12;Sandalia MINI MELISSA POSSESSION, 23/24;COBRE;23/24;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;2;24048694001;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 25;COBRE;25;33522;GRENDENE S A;21086205;54138;63,94;1
4500655585;1;24048695001;7,91E+12;Sandalia MINI MELISSA POSSESSION, 17/18;AZUL;17/18;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;1;24048695004;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 19;AZUL;19;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;2;24048695002;7,91E+12;Sandalia MINI MELISSA POSSESSION, 20/21;AZUL;20/21;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;3;24048695005;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 22;AZUL;22;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;3;24048695003;7,91E+12;Sandalia MINI MELISSA POSSESSION, 23/24;AZUL;23/24;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;2;24048695006;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 25;AZUL;25;33522;GRENDENE S A;21086205;54139;63,94;1
4500655585;2;24048383008;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 17/18;INCOLOR;17/18;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;2;24048383004;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 19;INCOLOR;19;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;4;24048383007;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 20/21;INCOLOR;20/21;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;6;24048383003;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 22;INCOLOR;22;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;6;24048383006;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 23/24;INCOLOR;23/24;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;4;24048383002;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 25;INCOLOR;25;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;6;24048383005;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 26/27;INCOLOR;26/27;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;6;24048383001;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 28;INCOLOR;28;33545;GRENDENE S A;21086205;AB600;69,75;1
4500655585;4;24048380008;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 17/18;DOURADO;17/18;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;4;24048380004;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 19;DOURADO;19;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;8;24048380007;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 20/21;DOURADO;20/21;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;12;24048380003;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 22;DOURADO;22;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;12;24048380006;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 23/24;DOURADO;23/24;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;8;24048380002;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 25;DOURADO;25;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;3;24048380005;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 26/27;DOURADO;26/27;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;3;24048380001;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 28;DOURADO;28;33545;GRENDENE S A;21086205;AB602;69,75;1
4500655585;1;24048381001;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 17/18;ROSA;17/18;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;1;24048381005;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 19;ROSA;19;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;2;24048381002;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 20/21;ROSA;20/21;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;3;24048381006;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 22;ROSA;22;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;3;24048381003;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 23/24;ROSA;23/24;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;2;24048381007;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 25;ROSA;25;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;3;24048381004;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 26/27;ROSA;26/27;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;3;24048381008;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 28;ROSA;28;33545;GRENDENE S A;21086205;AB598;69,75;1
4500655585;1;24048382008;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 17/18;VERDE;17/18;33545;GRENDENE S A;21086205;AB599;69,75;1
4500655585;1;24048382004;7,91E+12;sandalia MINI MELISSA MAR SANDAL JEL, 19;VERDE;19;33545;GRENDENE S A;21086205;AB599;69,75;1
4500655585;2;24048382007;7,91E+12;sandalia MINI MELISSA MAR SANDAL, 20/21;VERDE;20/21;33545;GRENDENE S A;21086205;AB599;69,75;1
4500655585;9;25205405003;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 23/24;ROSA;23/24;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;6;25205405007;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 25;ROSA;25;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;9;25205405004;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 26/27;ROSA;26/27;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;9;25205405008;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 28;ROSA;28;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;3;25205406008;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 17/18;LILAS;17/18;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;3;25205406004;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 19;LILAS;19;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;6;25205406007;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 20/21;LILAS;20/21;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;9;25205406003;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 22;LILAS;22;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;9;25205406006;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 23/24;LILAS;23/24;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;6;25205406002;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 25;LILAS;25;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;9;25205406005;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 26/27;LILAS;26/27;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;9;25205406001;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 28;LILAS;28;33628;GRENDENE S A;21086205;AC237;93;1
4500655585;2;25205404008;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 17/18;AZUL;17/18;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;2;25205404004;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 19;AZUL;19;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;3;25205404007;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 20/21;AZUL;20/21;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;4;25205404003;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 22;AZUL;22;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;4;25205404006;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 23/24;AZUL;23/24;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;3;25205404002;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 25;AZUL;25;33628;GRENDENE S A;21086205;AC235;93;1
4500655585;2;24846330006;7,91E+12;Sandalia MINI MELISSA FLOX BB, 17/18;AZUL;17/18;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;2;24846330003;7,91E+12;Sandalia MINI MELISSA FLOX BB, 19;AZUL;19;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;4;24846330005;7,91E+12;Sandalia MINI MELISSA FLOX BB, 20/21;AZUL;20/21;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;6;24846330002;7,91E+12;Sandalia MINI MELISSA FLOX BB, 22;AZUL;22;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;6;24846330004;7,91E+12;Sandalia MINI MELISSA FLOX BB, 23/24;AZUL;23/24;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;4;24846330001;7,91E+12;Sandalia MINI MELISSA FLOX BB, 25;AZUL;25;31675;GRENDENE S A;21086205;AC071;63,94;1
4500655585;2;24846048001;7,91E+12;Sandalia MINI MELISSA FLOX BB, 17/18;ROSA;17/18;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;2;24846048004;7,91E+12;Sandalia MINI MELISSA FLOX BB, 19;ROSA;19;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;4;24846048002;7,91E+12;Sandalia MINI MELISSA FLOX BB, 20/21;ROSA;20/21;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;6;24846048005;7,91E+12;Sandalia MINI MELISSA FLOX BB, 22;ROSA;22;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;6;24846048003;7,91E+12;Sandalia MINI MELISSA FLOX BB, 23/24;ROSA;23/24;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;4;24846048006;7,91E+12;Sandalia MINI MELISSA FLOX BB, 25;ROSA;25;31675;GRENDENE S A;21086205;AC072;63,94;1
4500655585;1;24846049001;7,91E+12;Sandalia MINI MELISSA FLOX BB, 17/18;AMARELO;17/18;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;1;24846049004;7,91E+12;Sandalia MINI MELISSA FLOX BB, 19;AMARELO;19;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;2;24846049002;7,91E+12;Sandalia MINI MELISSA FLOX BB, 20/21;AMARELO;20/21;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;3;24846049005;7,91E+12;Sandalia MINI MELISSA FLOX BB, 22;AMARELO;22;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;3;24846049003;7,91E+12;Sandalia MINI MELISSA FLOX BB, 23/24;AMARELO;23/24;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;2;24846049006;7,91E+12;Sandalia MINI MELISSA FLOX BB, 25;AMARELO;25;31675;GRENDENE S A;21086205;AC073;63,94;1
4500655585;1;24846331001;7,91E+12;Sandalia MINI MELISSA FLOX BB, 17/18;PRETO;17/18;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;2;24846331004;7,91E+12;Sandalia MINI MELISSA FLOX BB, 19;PRETO;19;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;3;24846331002;7,91E+12;Sandalia MINI MELISSA FLOX BB, 20/21;PRETO;20/21;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;3;24846331005;7,91E+12;Sandalia MINI MELISSA FLOX BB, 22;PRETO;22;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;2;24846331003;7,91E+12;Sandalia MINI MELISSA FLOX BB, 23/24;PRETO;23/24;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;1;24846331006;7,91E+12;Sandalia MINI MELISSA FLOX BB, 25;PRETO;25;31675;GRENDENE S A;21086205;1003;63,94;1
4500655585;1;25205437002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 28;ROSA;28;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;1;25205437003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 29;ROSA;29;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;1;25205437004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 30;ROSA;30;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;1;25205437005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 31;ROSA;31;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;1;25205437006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 32;ROSA;32;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;1;25205437007;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 33;ROSA;33;33616;GRENDENE S A;21086205;AB198;139,5;1
4500655585;2;25205460006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 28;ROSA;28;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;2;25205460005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 29;ROSA;29;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;2;25205460004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 30;ROSA;30;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;2;25205460003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 31;ROSA;31;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;2;25205460002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 32;ROSA;32;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;2;25205460001;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 33;ROSA;33;33616;GRENDENE S A;21086205;AC912;139,5;1
4500655585;1;25205439002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 28;VERDE;28;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205439003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 29;VERDE;29;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205439004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 30;VERDE;30;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205439005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 31;VERDE;31;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205439006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 32;VERDE;32;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205439007;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 33;VERDE;33;33616;GRENDENE S A;21086205;AC911;139,5;1
4500655585;1;25205438006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 28;PRETO;28;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;25205438005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 29;PRETO;29;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;25205438004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 30;PRETO;30;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;25205438003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 31;PRETO;31;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;25205438002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 32;PRETO;32;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;25205438001;7,91E+12;Galocha MINI MELISSA RAIN BOOT III I, 33;PRETO;33;33616;GRENDENE S A;21086205;AB203;139,5;1
4500655585;1;18869447001;7,91E+12;Sandalia MEL FLOX INF, 26/27;PRETO;26/27;31735;GRENDENE S A;21086205;1003;81,38;1
4500655585;2;18869447003;7,91E+12;Sandalia MEL FLOX INF, 28;PRETO;28;31735;GRENDENE S A;21086205;1003;81,38;1
4500655585;3;18869447004;7,91E+12;Sandalia MEL FLOX INF, 29;PRETO;29;31735;GRENDENE S A;21086205;1003;81,38;1
4500655585;3;18869447005;7,91E+12;Sandalia MEL FLOX INF, 30;PRETO;30;31735;GRENDENE S A;21086205;1003;81,38;1
4500655585;2;18869447006;7,91E+12;Sandalia MEL FLOX INF, 31;PRETO;31;31735;GRENDENE S A;21086205;1003;81,38;1
